title,href,quantity,rating,price,oldPrice,savingText,category_1,category_2,category_3,price per 100
Gala 3-Egg Thin Pasta,/en/food/inventories/staples/pasta/noodles/gala-3-egg-thin-pasta/p/4841590,500g,4.5,1.95,,,inventories,staples,pasta,0.39
Gala 3-Egg Wave Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/gala-3-egg-wave-pasta/p/4837877,500g,5.0,1.95,,,inventories,staples,pasta,0.39
Gala 3-Eier Aelpler Magronen,/en/food/inventories/staples/pasta/spirals-macaroni/gala-3-eier-aelpler-magronen/p/4840438,500g,5.0,1.95,,,inventories,staples,pasta,0.39
Gala 3-Eier Hörnli grob,/en/food/inventories/staples/pasta/spirals-macaroni/gala-3-eier-hoernli-grob/p/4841660,500g,5.0,1.65,,,inventories,staples,pasta,0.33
Gala 3-Eier Müscheli,/en/food/inventories/staples/pasta/shaped-pasta-products/gala-3-eier-muescheli/p/4841441,500g,5.0,1.95,,,inventories,staples,pasta,0.39
Gala 3-Eier Nudeln breit,/en/food/inventories/staples/pasta/noodles/gala-3-eier-nudeln-breit/p/4841592,500g,4.5,1.95,,,inventories,staples,pasta,0.39
Gala 3-Eier Penne Rigate,/en/food/inventories/staples/pasta/penne-hollow-pasta/gala-3-eier-penne-rigate/p/4841621,500g,5.0,1.95,,,inventories,staples,pasta,0.39
Gala Chinese Noodles 4x  500g,/en/food/inventories/staples/pasta/noodles/gala-chinese-noodles/p/4833905,4x 500g,5.0,5.45,7.8,30%,inventories,staples,pasta,
Gala Linguine Pasta,/en/food/inventories/staples/pasta/noodles/gala-linguine-pasta/p/4833933,500g,5.0,1.95,,,inventories,staples,pasta,0.39
Gala Nudeln extra-breit 4x  500g,/en/food/inventories/staples/pasta/noodles/gala-nudeln-extra-breit/p/4841595,4x 500g,5.0,5.45,7.8,30%,inventories,staples,pasta,
Gala Spaghetti 4x  750g,/en/food/inventories/staples/pasta/spaghetti/gala-spaghetti/p/5713819,4x 750g,4.5,6.7,9.6,30%,inventories,staples,pasta,
Gala Spaghettini Pasta,/en/food/inventories/staples/pasta/spaghetti/gala-spaghettini-pasta/p/5713818,750g,5.0,2.4,,,inventories,staples,pasta,0.32
Gallo Carnaroli Risotto Rice,/en/food/inventories/staples/rice/risotto-vialone/gallo-carnaroli-risotto-rice/p/4135231,1000g,4.5,7.5,,,inventories,staples,rice,0.75
Göral Roasted Pumpkin Seeds,/en/food/inventories/staples/grains-corn-semolina/seeds/goeral-roasted-pumpkin-seeds/p/3659832,400g,4.5,4.2,,,inventories,staples,grains-corn-semolina,1.05
Green Lentils,/en/food/inventories/staples/grains-corn-semolina/lentils-beans-grains/green-lentils/p/6151935,500g,5.0,2.4,,,inventories,staples,grains-corn-semolina,0.48
Green pistachios,/en/food/inventories/staples/grains-corn-semolina/seeds/green-pistachios/p/6776676,100g,0.0,6.5,,,inventories,staples,grains-corn-semolina,6.5
Half & Half Flour,/en/food/inventories/staples/flour-sugar/flour/half-half-flour/p/3032096,1000 g,4.5,2.0,,,inventories,staples,flour-sugar,0.2
Hanamal Kosher Breadcrumbs,/en/food/inventories/staples/breadcrumbs-sauce-thickener/hanamal-kosher-breadcrumbs/p/3377726,300g,5.0,3.95,,,inventories,staples,breadcrumbs-sauce-thickener,1.32
Hello Sweety,/en/food/inventories/staples/flour-sugar/sweeteners/hello-sweety/p/6744291,250g,5.0,5.95,,,inventories,staples,flour-sugar,2.38
Hermesetas Sweetener Tablets 1200 Pieces,/en/food/inventories/staples/flour-sugar/sweeteners/hermesetas-sweetener-tablets-1200-pieces/p/3032469,1200PCE,4.0,6.6,,,inventories,staples,flour-sugar,0.01
Hero Berner Rösti 3x  500g,/en/food/inventories/staples/potato-products/roesti-gratin/hero-berner-roesti/p/3032027,3x 500g,5.0,9.4,14.1,33%,inventories,staples,potato-products,
Hero Rösti,/en/food/inventories/staples/potato-products/roesti-gratin/hero-roesti/p/3031799,275g,5.0,2.85,,,inventories,staples,potato-products,1.04
Hero Rösti 3x  500g,/en/food/inventories/staples/potato-products/roesti-gratin/hero-roesti/p/3032384,3x 500g,4.5,7.4,11.1,33%,inventories,staples,potato-products,
Hero Rösti Diavolo,/en/food/inventories/staples/potato-products/roesti-gratin/hero-roesti-diavolo/p/6604023,425g,5.0,4.8,,,inventories,staples,potato-products,1.13
Hero Rösti with potato spice,/en/food/inventories/staples/potato-products/roesti-gratin/hero-roesti-with-potato-spice/p/6743691,500g,5.0,3.6,,,inventories,staples,potato-products,0.72
Heumann Kosher Matzo Flour,/en/food/inventories/staples/flour-sugar/flour/heumann-kosher-matzo-flour/p/3030861,400g,5.0,7.25,,,inventories,staples,flour-sugar,1.81
Italian Risotto Rice,/en/food/inventories/staples/rice/risotto-vialone/italian-risotto-rice/p/4101800,1000g,4.5,2.95,,,inventories,staples,rice,0.3
JaMaDu Zoo Animals Pasta,/en/food/inventories/staples/pasta/shaped-pasta-products/jamadu-zoo-animals-pasta/p/3930750,500g,5.0,2.5,,,inventories,staples,pasta,0.5
Jean Martin Quinoa Tabbouleh,/en/food/inventories/staples/grains-corn-semolina/couscous-quinoa-tabbouleh/jean-martin-quinoa-tabbouleh/p/5924958,345g,5.0,9.95,,,inventories,staples,grains-corn-semolina,2.88
Jean Martin Tabbouleh,/en/food/inventories/staples/grains-corn-semolina/couscous-quinoa-tabbouleh/jean-martin-tabbouleh/p/3020907,220g,3.5,4.95,,,inventories,staples,grains-corn-semolina,2.25
Jean Martin Tabbouleh,/en/food/inventories/staples/grains-corn-semolina/couscous-quinoa-tabbouleh/jean-martin-tabbouleh/p/3021070,630g,4.5,6.95,,,inventories,staples,grains-corn-semolina,1.1
Karma Bio Falafel Fertig-Mischung 186G,/en/food/inventories/staples/flour-sugar/flour/karma-bio-falafel-fertig-mischung-186g/p/4919878,186g,4.0,3.95,,,inventories,staples,flour-sugar,2.12
Karma Buckwheat Fusilli Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/karma-buckwheat-fusilli-pasta/p/5806501,300g,4.0,3.95,,,inventories,staples,pasta,1.32
Karma Chickpea Fusilli Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/karma-chickpea-fusilli-pasta/p/5806502,300g,4.5,3.95,,,inventories,staples,pasta,1.32
Karma Green Pea Fusilli,/en/food/inventories/staples/pasta/spirals-macaroni/karma-green-pea-fusilli/p/6140311,300g,4.5,3.95,,,inventories,staples,pasta,1.32
Karma Red Lentil Fusilli Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/karma-red-lentil-fusilli-pasta/p/5806503,300g,4.0,3.95,,,inventories,staples,pasta,1.32
Karma Red Lentil Sweet Potato Noodles,/en/food/inventories/staples/pasta/noodles/karma-red-lentil-sweet-potato-noodles/p/6390805,300g,3.5,3.95,,,inventories,staples,pasta,1.32
Karma Sprouted Muesli with pumpkin seeds,/en/food/inventories/staples/grains-corn-semolina/seeds/karma-sprouted-muesli-with-pumpkin-seeds/p/6720334,350g,0.0,8.95,,,inventories,staples,grains-corn-semolina,2.56
Karma Yellow Lentil Penne,/en/food/inventories/staples/pasta/penne-hollow-pasta/karma-yellow-lentil-penne/p/6020764,300g,4.0,3.95,,,inventories,staples,pasta,1.32
Kernser Rustico Macaroni Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/kernser-rustico-macaroni-pasta/p/6642779,400g,5.0,3.95,,,inventories,staples,pasta,0.99
Kernser Rustico Spaghetti Pasta,/en/food/inventories/staples/pasta/spaghetti/kernser-rustico-spaghetti-pasta/p/6642780,400g,5.0,3.95,,,inventories,staples,pasta,0.99
Kernser Rustico Spiral Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/kernser-rustico-spiral-pasta/p/6642776,400g,5.0,3.95,,,inventories,staples,pasta,0.99
Kernser UrDinkel Amori Pasta,/en/food/inventories/staples/pasta/shaped-pasta-products/kernser-urdinkel-amori-pasta/p/6502264,500g,5.0,4.2,,,inventories,staples,pasta,0.84
Kernser UrDinkel Penne Rigate Pasta,/en/food/inventories/staples/pasta/penne-hollow-pasta/kernser-urdinkel-penne-rigate-pasta/p/6502265,500g,5.0,4.2,,,inventories,staples,pasta,0.84
Kernser UrDinkel Spaghetti Pasta,/en/food/inventories/staples/pasta/spaghetti/kernser-urdinkel-spaghetti-pasta/p/6502261,500g,5.0,4.2,,,inventories,staples,pasta,0.84
Knorr Maizena Corn Starch,/en/food/inventories/staples/breadcrumbs-sauce-thickener/knorr-maizena-corn-starch/p/3031916,250g,5.0,2.2,,,inventories,staples,breadcrumbs-sauce-thickener,0.88
Knorr Maizena Express Dark Sauce Thickener,/en/food/inventories/staples/breadcrumbs-sauce-thickener/knorr-maizena-express-dark-sauce-thickener/p/3032596,250g,5.0,3.95,,,inventories,staples,breadcrumbs-sauce-thickener,1.58
Knorr Maizena Express White Sauce Thickener,/en/food/inventories/staples/breadcrumbs-sauce-thickener/knorr-maizena-express-white-sauce-thickener/p/3032595,250g,4.5,3.95,,,inventories,staples,breadcrumbs-sauce-thickener,1.58
Knorr Milanese Risotto Mix,/en/food/inventories/staples/rice/risotto-vialone/knorr-milanese-risotto-mix/p/3030534,250g,4.5,3.8,,,inventories,staples,rice,1.52
Knorr Mushroom Risotto Mix,/en/food/inventories/staples/rice/risotto-vialone/knorr-mushroom-risotto-mix/p/3030535,250g,4.5,4.8,,,inventories,staples,rice,1.92
Knorr Naturaplan organic mashed potatoes 2x1 portion,/en/food/inventories/staples/potato-products/mashed-potatoes/knorr-naturaplan-organic-mashed-potatoes-2x1-portion/p/6743012,74g,0.0,3.7,,,inventories,staples,potato-products,5.0
Knorr Naturaplan organic mashed potatoes 3x2 portions,/en/food/inventories/staples/potato-products/mashed-potatoes/knorr-naturaplan-organic-mashed-potatoes-3x2-portions/p/6750100,222g,0.0,6.6,,,inventories,staples,potato-products,2.97
Knorr Parmesan Risotto Mix,/en/food/inventories/staples/rice/risotto-vialone/knorr-parmesan-risotto-mix/p/3033173,250g,4.5,4.8,,,inventories,staples,rice,1.92
Knorr Ready to Use Breadcrumb Mix,/en/food/inventories/staples/breadcrumbs-sauce-thickener/knorr-ready-to-use-breadcrumb-mix/p/3022765,300g,5.0,4.3,,,inventories,staples,breadcrumbs-sauce-thickener,1.43
Knorr Risotto Tomato,/en/food/inventories/staples/rice/risotto-vialone/knorr-risotto-tomato/p/3030533,250g,4.0,3.8,,,inventories,staples,rice,1.52
Knorr Stocki Express Broccoli Cream Mashed Potatoes,/en/food/ready-made-meals/conserved-ready-made-meals/noodles-soups-and-more/knorr-stocki-express-broccoli-cream-mashed-potatoes/p/3531753,45g,4.5,2.3,,,ready-made-meals,conserved-ready-made-meals,noodles-soups-and-more,5.11
Knorr Stocki Mashed Potatoes 3x3 Portions,/en/food/inventories/staples/potato-products/mashed-potatoes/knorr-stocki-mashed-potatoes-3x3-portions/p/3031971,330g,4.5,5.2,,,inventories,staples,potato-products,1.58
Knorr Stocki Mashed Potatoes 4 Portions,/en/food/inventories/staples/potato-products/mashed-potatoes/knorr-stocki-mashed-potatoes-4-portions/p/3031970,145g,4.5,3.95,,,inventories,staples,potato-products,2.72
Knorr Stocki Mashed Potatoes with Milk 2 Portions,/en/food/inventories/staples/potato-products/mashed-potatoes/knorr-stocki-mashed-potatoes-with-milk-2-portions/p/3031969,86g,4.5,3.4,,,inventories,staples,potato-products,3.95
La Perruche Brown Sugar,/en/food/inventories/staples/flour-sugar/sugar-cane-sugar/la-perruche-brown-sugar/p/4777351,750g,5.0,3.95,,,inventories,staples,flour-sugar,0.53
Maggi Quick Lunch Mashed Potatoes with Meatballs,/en/food/ready-made-meals/conserved-ready-made-meals/noodles-soups-and-more/maggi-quick-lunch-mashed-potatoes-with-meatballs/p/6100870,46g,4.0,3.25,,20% on 2 or more,ready-made-meals,conserved-ready-made-meals,noodles-soups-and-more,7.07
Maggi Seasoned Ticinese Polenta,/en/food/inventories/staples/grains-corn-semolina/polenta-bramata/maggi-seasoned-ticinese-polenta/p/3032094,188g,4.5,3.3,,20% on 2 or more,inventories,staples,grains-corn-semolina,1.76
Mashed Potatoes 4x3 Portions,/en/food/inventories/staples/potato-products/mashed-potatoes/mashed-potatoes-4x3-portions/p/5734549,324g,3.0,3.95,,,inventories,staples,potato-products,1.22
Medium Grain Polenta,/en/food/inventories/staples/grains-corn-semolina/polenta-bramata/medium-grain-polenta/p/3557735,750g,5.0,1.8,,,inventories,staples,grains-corn-semolina,0.24
Mei Yang Brown Rice Noodles,/en/food/inventories/staples/pasta/noodles/mei-yang-brown-rice-noodles/p/6524820,250g,5.0,3.2,,,inventories,staples,pasta,1.28
Mei Yang Chinese Noodles,/en/food/inventories/staples/pasta/noodles/mei-yang-chinese-noodles/p/4499622,250g,4.0,2.3,,,inventories,staples,pasta,0.92
Mei Yang Organic Mie Noodles,/en/food/inventories/staples/pasta/noodles/mei-yang-organic-mie-noodles/p/6965009,250g,0.0,2.75,,,inventories,staples,pasta,1.1
Mei Yang Rice Noodles,/en/food/inventories/staples/pasta/noodles/mei-yang-rice-noodles/p/4499710,250g,5.0,3.1,,,inventories,staples,pasta,1.24
Mei Yang Rice Vermicelli,/en/food/inventories/staples/pasta/noodles/mei-yang-rice-vermicelli/p/4499711,250g,4.0,3.1,,,inventories,staples,pasta,1.24
Milaneza Bagos Biava,/en/food/inventories/staples/pasta/shaped-pasta-products/milaneza-bagos-biava/p/3714496,250g,5.0,0.95,,,inventories,staples,pasta,0.38
Miracoli Spaghetti with Tomato Sauce,/en/food/inventories/staples/pasta/spaghetti/miracoli-spaghetti-with-tomato-sauce/p/3022383,380g,4.0,3.6,,,inventories,staples,pasta,0.95
Morga Soy Whole Grain Macaroni Pasta,/en/food/inventories/staples/pasta/wholegrain-pasta-products/morga-soy-whole-grain-macaroni-pasta/p/3444704,500g,5.0,4.25,,,inventories,staples,pasta,0.85
Morga Soy Whole Grain Penne Pasta,/en/food/inventories/staples/pasta/wholegrain-pasta-products/morga-soy-whole-grain-penne-pasta/p/3444703,500g,5.0,4.25,,,inventories,staples,pasta,0.85
Morga Soy Whole Grain Spaghetti Pasta,/en/food/inventories/staples/pasta/wholegrain-pasta-products/morga-soy-whole-grain-spaghetti-pasta/p/3444702,500g,5.0,4.25,,,inventories,staples,pasta,0.85
Napoli Fusilli Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/napoli-fusilli-pasta/p/4830929,500g,3.5,1.6,,,inventories,staples,pasta,0.32
Napoli Gnocchi,/en/food/inventories/staples/pasta/shaped-pasta-products/napoli-gnocchi/p/4830847,500g,3.5,1.6,,,inventories,staples,pasta,0.32
Napoli Macaroni Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/napoli-macaroni-pasta/p/6536804,500g,5.0,1.6,,,inventories,staples,pasta,0.32
Napoli Penne Rigate,/en/food/inventories/staples/pasta/penne-hollow-pasta/napoli-penne-rigate/p/4830936,500g,4.0,1.6,,,inventories,staples,pasta,0.32
Napoli Spaghettini Pasta,/en/food/inventories/staples/pasta/spaghetti/napoli-spaghettini-pasta/p/4830934,500g,5.0,1.2,,,inventories,staples,pasta,0.24
Napoli Spaghetti Pasta,/en/food/inventories/staples/pasta/spaghetti/napoli-spaghetti-pasta/p/4830935,500g,4.5,1.2,,,inventories,staples,pasta,0.24
Naturaplan Bio Buckwheat Flour,/en/food/inventories/staples/flour-sugar/flour/naturaplan-bio-buckwheat-flour/p/6290395,500g,3.5,3.6,,20% on 2 or more,inventories,staples,flour-sugar,0.72
Naturaplan Bio Campiuns Mixed Seeds,/en/food/inventories/staples/grains-corn-semolina/seeds/naturaplan-bio-campiuns-mixed-seeds/p/6096991,200g,5.0,5.95,,,inventories,staples,grains-corn-semolina,2.98
Naturaplan Bio Flohsamenschalen,/en/food/inventories/staples/grains-corn-semolina/seeds/naturaplan-bio-flohsamenschalen/p/6580413,150g,0.0,6.5,,,inventories,staples,grains-corn-semolina,4.33
Naturaplan Bio Fusilli mit Emmer 3x  400g,/en/food/inventories/staples/pasta/spirals-macaroni/naturaplan-bio-fusilli-mit-emmer/p/4780197,3x 400g,4.5,6.8,10.2,33%,inventories,staples,pasta,
Naturaplan Bio MH Rohrzucker Würfel,/en/food/inventories/staples/flour-sugar/sugar-cane-sugar/naturaplan-bio-mh-rohrzucker-wuerfel/p/6575264,500g,3.5,2.6,,,inventories,staples,flour-sugar,0.52
Naturaplan Bio Würfelzucker,/en/food/inventories/staples/flour-sugar/sugar-cane-sugar/naturaplan-bio-wuerfelzucker/p/6368893,500g,5.0,2.2,,,inventories,staples,flour-sugar,0.44
Naturaplan Organic 3-Egg Chinese Noodles,/en/food/inventories/staples/pasta/noodles/naturaplan-organic-3-egg-chinese-noodles/p/4841667,500g,4.5,3.3,,,inventories,staples,pasta,0.66
Naturaplan Organic 3-Egg Macaroni Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/naturaplan-organic-3-egg-macaroni-pasta/p/4841668,500g,4.5,2.8,,,inventories,staples,pasta,0.56
Naturaplan Organic 3-Egg Spaghetti Pasta,/en/food/inventories/staples/pasta/spaghetti/naturaplan-organic-3-egg-spaghetti-pasta/p/4841790,500g,4.5,3.4,,,inventories,staples,pasta,0.68
Naturaplan Organic 3-Egg Spiral Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/naturaplan-organic-3-egg-spiral-pasta/p/4841793,500g,5.0,3.4,,,inventories,staples,pasta,0.68
Naturaplan Organic Agave Syrup,/en/food/inventories/staples/flour-sugar/sweeteners/naturaplan-organic-agave-syrup/p/4779979,345g,5.0,5.95,,,inventories,staples,flour-sugar,1.72
Naturaplan Organic Beluga Lentils,/en/food/inventories/staples/grains-corn-semolina/lentils-beans-grains/naturaplan-organic-beluga-lentils/p/5650479,500g,5.0,4.2,,20% on 2 or more,inventories,staples,grains-corn-semolina,0.84
Naturaplan Organic Borlotti Beans,/en/food/inventories/staples/grains-corn-semolina/lentils-beans-grains/naturaplan-organic-borlotti-beans/p/3031902,500g,2.5,3.8,,,inventories,staples,grains-corn-semolina,0.76
Naturaplan Organic Breadcrumbs,/en/food/inventories/staples/breadcrumbs-sauce-thickener/naturaplan-organic-breadcrumbs/p/6750338,250g,5.0,1.95,,,inventories,staples,breadcrumbs-sauce-thickener,0.78
Naturaplan Organic Campiuns Flaxseed,/en/food/inventories/staples/grains-corn-semolina/seeds/naturaplan-organic-campiuns-flaxseed/p/6099947,200g,5.0,3.95,,,inventories,staples,grains-corn-semolina,1.98
Naturaplan Organic Campiuns Swiss Gold Millet,/en/food/inventories/staples/grains-corn-semolina/lentils-beans-grains/naturaplan-organic-campiuns-swiss-gold-millet/p/6222246,500g,5.0,4.5,,,inventories,staples,grains-corn-semolina,0.9
Naturaplan Organic Campiuns Whole Grain Spelt Flour,/en/food/inventories/staples/flour-sugar/flour/naturaplan-organic-campiuns-whole-grain-spelt-flour/p/6148510,500g,5.0,3.5,,20% on 2 or more,inventories,staples,flour-sugar,0.7
Naturaplan Organic Carnaroli Rice,/en/food/inventories/staples/rice/risotto-vialone/naturaplan-organic-carnaroli-rice/p/4750780,1000g,5.0,5.5,,20% on 2 or more,inventories,staples,rice,0.55
Naturaplan Organic CH Hemp Seeds,/en/food/inventories/staples/grains-corn-semolina/seeds/naturaplan-organic-ch-hemp-seeds/p/6810487,150g,0.0,8.5,,,inventories,staples,grains-corn-semolina,5.67
Naturaplan Organic Chia Seeds Chia Angelo,/en/food/inventories/staples/grains-corn-semolina/seeds/naturaplan-organic-chia-seeds-chia-angelo/p/6700134,250g,0.0,3.6,,,inventories,staples,grains-corn-semolina,1.44
Naturaplan organic chickpea flour,/en/food/inventories/staples/flour-sugar/flour/naturaplan-organic-chickpea-flour/p/6711246,300g,5.0,2.95,,20% on 2 or more,inventories,staples,flour-sugar,0.98
Naturaplan Organic Coarse Bramata Polenta,/en/food/inventories/staples/grains-corn-semolina/polenta-bramata/naturaplan-organic-coarse-bramata-polenta/p/3557769,500g,5.0,1.95,,,inventories,staples,grains-corn-semolina,0.39
Naturaplan Organic Corn Starch,/en/food/inventories/staples/breadcrumbs-sauce-thickener/naturaplan-organic-corn-starch/p/6116549,200g,5.0,2.5,,20% on 2 or more,inventories,staples,breadcrumbs-sauce-thickener,1.25
Naturaplan Organic Couscous,/en/food/inventories/staples/grains-corn-semolina/couscous-quinoa-tabbouleh/naturaplan-organic-couscous/p/6790335,400g,0.0,2.8,,,inventories,staples,grains-corn-semolina,0.7
Naturaplan Organic Cracked Rye Flour,/en/food/inventories/staples/flour-sugar/flour/naturaplan-organic-cracked-rye-flour/p/3877062,1000g,5.0,3.3,,20% on 2 or more,inventories,staples,flour-sugar,0.33
Naturaplan Organic Crushed Flaxseed,/en/food/inventories/staples/grains-corn-semolina/seeds/naturaplan-organic-crushed-flaxseed/p/5857903,250g,4.5,2.2,,,inventories,staples,grains-corn-semolina,0.88
Naturaplan Organic Date Syrup,/en/food/inventories/staples/flour-sugar/sweeteners/naturaplan-organic-date-syrup/p/5846763,250g,4.5,5.95,,,inventories,staples,flour-sugar,2.38
Naturaplan Organic Datte Sweetener,/en/food/inventories/staples/flour-sugar/sweeteners/naturaplan-organic-datte-sweetener/p/6444132,300g,3.0,5.95,,,inventories,staples,flour-sugar,1.98
Naturaplan Organic Dried Chickpeas,/en/food/inventories/staples/grains-corn-semolina/lentils-beans-grains/naturaplan-organic-dried-chickpeas/p/3031904,500g,5.0,2.95,,,inventories,staples,grains-corn-semolina,0.59
